time,type,intersection,direction,turning_left,vehicle
520.30,CheckWait,null,null,null,null
520.60,Resume,null,null,null,188
520.60,CheckWait,null,null,null,null
520.64,Enter,1,S,null,68
520.90,Resume,null,null,null,189
520.90,CheckWait,null,null,null,null
521.16,Resume,3,S,null,213
521.16,WaitUntil,3,S,false,213
521.16,Resume,null,null,null,213
521.16,CheckWait,null,null,null,null
521.16,Exit,3,E,null,213
521.94,Exit,5,N,null,27
522.24,Exit,5,N,null,29
522.47,Enter,1,S,null,69
522.54,Exit,5,N,null,30
522.84,Exit,5,N,null,31
523.14,Exit,5,N,null,32
523.44,Exit,5,N,null,33
523.74,Exit,5,N,null,35
524.04,Exit,5,N,null,224
524.25,Enter,5,W,null,310
524.25,Resume,5,W,null,310
524.25,WaitUntil,5,W,true,310
524.33,Resume,5,S,null,238
524.33,WaitUntil,5,S,false,238
524.33,Resume,null,null,null,238
524.33,CheckWait,null,null,null,null
524.33,Exit,5,E,null,238
524.34,Exit,5,N,null,225
524.62,Enter,1,S,null,70
524.64,Exit,5,N,null,133
524.94,Exit,5,N,null,134
525.24,Exit,5,N,null,135
525.54,Exit,5,N,null,136
525.84,Exit,5,N,null,138
526.44,Exit,5,N,null,187
526.74,Exit,5,N,null,188
527.04,Exit,5,N,null,189
528.66,Resume,1,S,null,67
528.66,WaitUntil,1,S,false,67
528.66,Resume,null,null,null,67
528.66,CheckWait,null,null,null,null
529.89,Enter,1,S,null,71
533.20,TurnGreenThrough,5,E,null,null
534.31,Resume,5,S,null,239
534.31,WaitUntil,5,S,false,239
534.31,Resume,null,null,null,239
534.31,CheckWait,null,null,null,null
534.78,Resume,1,S,null,68
534.78,WaitUntil,1,S,false,68
534.78,Resume,null,null,null,68
534.78,CheckWait,null,null,null,null
535.04,Enter,1,S,null,72
536.36,Enter,1,S,null,73
536.60,Resume,1,S,null,69
536.60,WaitUntil,1,S,false,69
536.60,Resume,null,null,null,69
536.60,CheckWait,null,null,null,null
536.87,Resume,3,S,null,47
536.87,WaitUntil,3,S,false,47
536.87,Resume,null,null,null,47
536.87,CheckWait,null,null,null,null
537.17,Resume,3,S,null,48
537.17,WaitUntil,3,S,false,48
537.17,Resume,null,null,null,48
537.17,CheckWait,null,null,null,null
537.47,Resume,3,S,null,49
537.47,WaitUntil,3,S,false,49
537.47,Resume,null,null,null,49
537.47,CheckWait,null,null,null,null
537.77,Resume,3,S,null,50
537.77,WaitUntil,3,S,false,50
537.77,Resume,null,null,null,50
537.77,CheckWait,null,null,null,null
538.07,Resume,3,S,null,51
538.07,WaitUntil,3,S,false,51
538.07,Resume,null,null,null,51
538.07,CheckWait,null,null,null,null
538.37,Resume,3,S,null,52
538.37,WaitUntil,3,S,false,52
538.37,Resume,null,null,null,52
538.37,CheckWait,null,null,null,null
538.67,Resume,3,S,null,53
538.67,WaitUntil,3,S,false,53
538.67,Resume,null,null,null,53
538.67,CheckWait,null,null,null,null
538.76,Resume,1,S,null,70
538.76,WaitUntil,1,S,false,70
538.76,Resume,null,null,null,70
538.76,CheckWait,null,null,null,null
538.92,Enter,5,W,null,311
538.92,Resume,5,W,null,311
538.92,WaitUntil,5,W,true,311
538.97,Resume,3,S,null,54
538.97,WaitUntil,3,S,false,54
538.97,Resume,null,null,null,54
538.97,CheckWait,null,null,null,null
539.27,Resume,3,S,null,55
539.27,WaitUntil,3,S,false,55
539.27,Resume,null,null,null,55
539.27,CheckWait,null,null,null,null
539.57,Resume,3,S,null,56
539.57,WaitUntil,3,S,false,56
539.57,Resume,null,null,null,56
539.57,CheckWait,null,null,null,null
539.87,Resume,3,S,null,57
539.87,WaitUntil,3,S,false,57
539.87,Resume,null,null,null,57
539.87,CheckWait,null,null,null,null
540.45,Exit,5,N,null,239
540.47,Resume,3,S,null,59
540.47,WaitUntil,3,S,false,59
540.47,Resume,null,null,null,59
540.47,CheckWait,null,null,null,null
540.77,Resume,3,S,null,60
540.77,WaitUntil,3,S,false,60
540.77,Resume,null,null,null,60
540.77,CheckWait,null,null,null,null
541.07,Resume,3,S,null,139
541.07,WaitUntil,3,S,false,139
541.07,Resume,null,null,null,139
541.07,CheckWait,null,null,null,null
541.22,Resume,2,S,null,61
541.22,WaitUntil,2,S,false,61
541.22,Resume,null,null,null,61
541.22,CheckWait,null,null,null,null
541.52,Resume,2,S,null,62
541.52,WaitUntil,2,S,false,62
541.52,Resume,null,null,null,62
541.52,CheckWait,null,null,null,null
541.67,Resume,3,S,null,141
541.67,WaitUntil,3,S,false,141
541.67,Resume,null,null,null,141
541.67,CheckWait,null,null,null,null
541.82,Resume,2,S,null,64
541.82,WaitUntil,2,S,false,64
541.82,Resume,null,null,null,64
541.82,CheckWait,null,null,null,null
541.97,Resume,3,S,null,142
541.97,WaitUntil,3,S,false,142
541.97,Resume,null,null,null,142
541.97,CheckWait,null,null,null,null
542.12,Resume,2,S,null,65
542.12,WaitUntil,2,S,false,65
542.12,Resume,null,null,null,65
542.12,CheckWait,null,null,null,null
542.27,Resume,3,S,null,143
542.27,WaitUntil,3,S,false,143
542.27,Resume,null,null,null,143
542.27,CheckWait,null,null,null,null
542.42,Resume,2,S,null,66
542.42,WaitUntil,2,S,false,66
542.42,Resume,null,null,null,66
542.42,CheckWait,null,null,null,null
542.57,Resume,3,S,null,144
542.57,WaitUntil,3,S,false,144
542.57,Resume,null,null,null,144
542.57,CheckWait,null,null,null,null
542.87,Resume,3,S,null,145
542.87,WaitUntil,3,S,false,145
542.87,Resume,null,null,null,145
542.87,CheckWait,null,null,null,null
543.17,Resume,3,S,null,146
543.17,WaitUntil,3,S,false,146
543.17,Resume,null,null,null,146
543.17,CheckWait,null,null,null,null
543.47,Resume,3,S,null,147
543.47,WaitUntil,3,S,false,147
543.47,Resume,null,null,null,147
543.47,CheckWait,null,null,null,null
543.77,Resume,3,S,null,148
543.77,WaitUntil,3,S,false,148
543.77,Resume,null,null,null,148
543.77,CheckWait,null,null,null,null
544.03,Resume,1,S,null,71
544.03,WaitUntil,1,S,true,71
544.07,Resume,3,S,null,190
544.07,WaitUntil,3,S,false,190
544.07,Resume,null,null,null,190
544.07,CheckWait,null,null,null,null
544.37,Resume,3,S,null,191
544.37,WaitUntil,3,S,false,191
544.37,Resume,null,null,null,191
544.37,CheckWait,null,null,null,null
544.46,Resume,5,S,null,240
544.46,WaitUntil,5,S,false,240
544.46,Resume,null,null,null,240
544.46,CheckWait,null,null,null,null
544.67,Resume,3,S,null,192
544.67,WaitUntil,3,S,true,192
544.67,Resume,null,null,null,192
544.67,CheckWait,null,null,null,null
544.67,Exit,3,W,null,192
544.97,Resume,3,S,null,193
544.97,WaitUntil,3,S,false,193
544.97,Resume,null,null,null,193
544.97,CheckWait,null,null,null,null
545.20,TurnRedThrough,2,N,null,null
545.27,Resume,3,S,null,194
545.27,WaitUntil,3,S,true,194
545.27,Resume,null,null,null,194
545.27,CheckWait,null,null,null,null
545.27,Exit,3,W,null,194
548.06,Enter,2,E,null,228
548.06,Resume,2,E,null,228
548.06,WaitUntil,2,E,false,228
548.43,Enter,1,W,null,155
548.43,Resume,1,W,null,155
548.43,WaitUntil,1,W,true,155
549.17,Resume,1,S,null,72
549.17,WaitUntil,1,S,true,72
550.50,Resume,1,S,null,73
550.50,WaitUntil,1,S,false,73
550.50,Resume,null,null,null,73
550.50,CheckWait,null,null,null,null
550.50,Exit,1,E,null,73
550.60,Exit,5,N,null,240
551.35,Enter,2,W,null,214
551.35,Resume,2,W,null,214
551.35,WaitUntil,2,W,true,214
553.10,TurnRedThrough,1,N,null,null
553.30,TurnRedThrough,5,N,null,null
554.77,Resume,2,S,null,67
554.77,WaitUntil,2,S,false,67
554.93,Resume,5,S,null,38
554.93,WaitUntil,5,S,true,38
555.23,Resume,5,S,null,42
555.23,WaitUntil,5,S,true,42
555.53,Resume,5,S,null,45
555.53,WaitUntil,5,S,false,45
555.83,Resume,5,S,null,46
555.83,WaitUntil,5,S,false,46
557.00,TurnGreenLeft,1,E,null,null
557.30,Resume,null,null,null,149
557.30,CheckWait,null,null,null,null
557.60,Resume,null,null,null,150
557.60,CheckWait,null,null,null,null
557.90,Resume,null,null,null,151
557.90,CheckWait,null,null,null,null
558.20,Resume,null,null,null,152
558.20,CheckWait,null,null,null,null
558.50,Resume,null,null,null,153
558.50,CheckWait,null,null,null,null
558.80,Resume,null,null,null,154
558.80,CheckWait,null,null,null,null
559.10,Resume,null,null,null,155
559.10,CheckWait,null,null,null,null
559.50,TurnGreenLeft,5,E,null,null
559.80,Resume,null,null,null,305
559.80,CheckWait,null,null,null,null
560.10,Resume,null,null,null,306
560.10,CheckWait,null,null,null,null
560.40,Resume,null,null,null,307
560.40,CheckWait,null,null,null,null
560.46,Enter,5,W,null,312
560.46,Resume,5,W,null,312
560.46,WaitUntil,5,W,true,312
560.70,Resume,null,null,null,308
560.70,CheckWait,null,null,null,null
560.89,Resume,2,S,null,68
560.89,WaitUntil,2,S,false,68
561.00,Resume,null,null,null,309
561.00,CheckWait,null,null,null,null
561.30,Resume,null,null,null,310
561.30,CheckWait,null,null,null,null
561.60,Resume,null,null,null,311
561.60,CheckWait,null,null,null,null
561.90,Resume,null,null,null,312
561.90,CheckWait,null,null,null,null
562.48,Enter,5,W,null,313
562.48,Resume,5,W,null,313
562.48,WaitUntil,5,W,true,313
562.48,Resume,null,null,null,313
562.48,CheckWait,null,null,null,null
562.72,Resume,2,S,null,69
562.72,WaitUntil,2,S,false,69
563.10,TurnRedThrough,3,N,null,null
563.46,Enter,3,E,null,255
563.46,Resume,3,E,null,255
563.46,WaitUntil,3,E,false,255
564.86,Enter,2,W,null,215
564.86,Resume,2,W,null,215
564.86,WaitUntil,2,W,true,215
564.87,Resume,2,S,null,70
564.87,WaitUntil,2,S,false,70
565.84,Enter,5,W,null,314
565.84,Resume,5,W,null,314
565.84,WaitUntil,5,W,true,314
565.84,Resume,null,null,null,314
565.84,CheckWait,null,null,null,null
565.94,Exit,5,N,null,305
566.24,Exit,5,N,null,306
566.54,Exit,5,N,null,307
566.80,TurnRedLeft,1,E,null,null
566.84,Exit,5,N,null,308
567.14,Exit,5,N,null,309
567.44,Exit,5,N,null,310
567.74,Exit,5,N,null,311
568.04,Exit,5,N,null,312
568.20,TurnGreenThrough,3,W,null,null
568.20,TurnGreenThrough,3,E,null,null
568.50,Resume,null,null,null,254
568.50,CheckWait,null,null,null,null
568.60,TurnGreenThrough,1,E,null,null
568.61,Resume,5,S,null,212
568.61,Resume,5,S,null,226
568.61,WaitUntil,5,S,false,212
568.61,WaitUntil,5,S,true,226
568.62,Exit,5,N,null,313
568.80,Resume,null,null,null,255
568.80,CheckWait,null,null,null,null
569.80,TurnGreenThrough,1,W,null,null
571.98,Exit,5,N,null,314
572.90,TurnRedLeft,5,E,null,null
573.50,TurnGreenThrough,5,W,null,null
576.70,TurnGreenThrough,2,W,null,null
576.70,TurnGreenThrough,2,E,null,null
577.00,Enter,5,E,null,344
577.00,Resume,5,E,null,344
577.00,WaitUntil,5,E,false,344
577.00,Resume,null,null,null,344
577.00,CheckWait,null,null,null,null
577.00,Resume,null,null,null,227
577.00,Resume,null,null,null,214
577.00,CheckWait,null,null,null,null
577.00,CheckWait,null,null,null,null
577.29,Resume,3,S,null,61
577.29,WaitUntil,3,S,false,61
577.30,Resume,null,null,null,228
577.30,Resume,null,null,null,215
577.30,CheckWait,null,null,null,null
577.30,CheckWait,null,null,null,null
577.59,Resume,3,S,null,62
577.59,WaitUntil,3,S,false,62
577.89,Resume,3,S,null,64
577.89,WaitUntil,3,S,false,64
578.19,Resume,3,S,null,65
578.19,WaitUntil,3,S,false,65
578.49,Resume,3,S,null,66
578.49,WaitUntil,3,S,false,66
583.13,Exit,5,N,null,344
583.42,Resume,2,S,null,149
583.42,WaitUntil,2,S,false,149
583.72,Resume,2,S,null,150
583.72,WaitUntil,2,S,false,150
584.02,Resume,2,S,null,151
584.02,WaitUntil,2,S,false,151
584.32,Resume,2,S,null,152
584.32,WaitUntil,2,S,false,152
584.62,Resume,2,S,null,153
584.62,WaitUntil,2,S,false,153
584.92,Resume,2,S,null,154
584.92,WaitUntil,2,S,false,154
585.22,Resume,2,S,null,155
585.22,WaitUntil,2,S,true,155
588.72,Enter,1,E,null,195
588.72,Resume,1,E,null,195
588.72,WaitUntil,1,E,false,195
588.72,Resume,null,null,null,195
588.72,CheckWait,null,null,null,null
592.44,Enter,1,W,null,156
592.44,Resume,1,W,null,156
592.44,WaitUntil,1,W,true,156
592.51,Resume,5,S,null,47
592.51,WaitUntil,5,S,true,47
592.81,Resume,5,S,null,48
592.81,WaitUntil,5,S,false,48
593.11,Resume,5,S,null,49
593.11,WaitUntil,5,S,false,49
593.41,Resume,5,S,null,50
593.41,WaitUntil,5,S,false,50
593.71,Resume,5,S,null,51
593.71,WaitUntil,5,S,true,51
594.01,Resume,5,S,null,52
594.01,WaitUntil,5,S,false,52
594.31,Resume,5,S,null,53
594.31,WaitUntil,5,S,false,53
594.61,Resume,5,S,null,54
594.61,WaitUntil,5,S,false,54
594.91,Resume,5,S,null,55
594.91,WaitUntil,5,S,true,55
595.21,Resume,5,S,null,56
595.21,WaitUntil,5,S,false,56
595.51,Resume,5,S,null,57
595.51,WaitUntil,5,S,false,57
596.11,Resume,5,S,null,59
596.11,WaitUntil,5,S,false,59
596.31,Enter,1,W,null,157
596.31,Resume,1,W,null,157
596.31,WaitUntil,1,W,true,157
596.41,Resume,5,S,null,60
596.41,WaitUntil,5,S,false,60
596.71,Resume,5,S,null,139
596.71,WaitUntil,5,S,true,139
597.31,Resume,5,S,null,141
597.31,WaitUntil,5,S,false,141
597.61,Resume,5,S,null,142
597.61,WaitUntil,5,S,true,142
597.91,Resume,5,S,null,143
597.91,WaitUntil,5,S,false,143
598.21,Resume,5,S,null,144
598.21,WaitUntil,5,S,false,144
598.51,Resume,5,S,null,145
598.51,WaitUntil,5,S,false,145
598.74,Enter,5,W,null,315
598.74,Resume,5,W,null,315
598.74,WaitUntil,5,W,true,315
598.80,TurnGreenThrough,3,N,null,null
598.80,TurnRedThrough,3,E,null,null
598.80,TurnRedThrough,3,W,null,null
598.81,Resume,5,S,null,146
598.81,WaitUntil,5,S,false,146
599.10,Resume,null,null,null,61
599.10,CheckWait,null,null,null,null
599.11,Resume,5,S,null,147
599.11,WaitUntil,5,S,false,147
599.40,Resume,null,null,null,62
599.40,CheckWait,null,null,null,null
599.40,TurnRedThrough,5,W,null,null
599.40,TurnRedLeft,5,E,null,null
599.40,TurnGreenLeft,5,N,null,null
599.40,TurnRedThrough,5,E,null,null
599.41,Resume,5,S,null,148
599.41,WaitUntil,5,S,false,148
599.70,Resume,null,null,null,64
599.70,CheckWait,null,null,null,null
599.70,Resume,null,null,null,38
599.70,CheckWait,null,null,null,null
599.70,Exit,5,W,null,38
599.71,Resume,5,S,null,190
599.71,WaitUntil,5,S,true,190
600.00,Resume,null,null,null,65
600.00,CheckWait,null,null,null,null
600.00,Resume,null,null,null,42
600.00,CheckWait,null,null,null,null
600.00,Exit,5,W,null,42
600.01,Resume,5,S,null,191
600.01,WaitUntil,5,S,false,191
600.17,Enter,1,W,null,158
600.17,Resume,1,W,null,158
600.17,WaitUntil,1,W,true,158
600.30,Resume,null,null,null,66
600.30,CheckWait,null,null,null,null
600.30,Resume,null,null,null,226
600.30,CheckWait,null,null,null,null
600.30,Exit,5,W,null,226
600.60,Resume,null,null,null,47
600.60,CheckWait,null,null,null,null
600.60,Exit,5,W,null,47
600.60,TurnGreenThrough,2,N,null,null
600.60,TurnRedThrough,2,W,null,null
600.60,TurnRedThrough,2,E,null,null
600.61,Resume,5,S,null,193
600.61,WaitUntil,5,S,false,193
600.90,Resume,null,null,null,51
600.90,CheckWait,null,null,null,null
600.90,Exit,5,W,null,51
600.90,Resume,null,null,null,67
600.90,CheckWait,null,null,null,null
601.20,Resume,null,null,null,55
601.20,CheckWait,null,null,null,null
601.20,Exit,5,W,null,55
601.20,Resume,null,null,null,68
601.20,CheckWait,null,null,null,null
601.32,Enter,1,W,null,159
601.32,Resume,1,W,null,159
601.32,WaitUntil,1,W,true,159
601.50,Resume,null,null,null,139
601.50,CheckWait,null,null,null,null
601.50,Exit,5,W,null,139
601.50,Resume,null,null,null,69
601.50,CheckWait,null,null,null,null
601.80,Resume,null,null,null,142
601.80,CheckWait,null,null,null,null
601.80,Exit,5,W,null,142
601.80,Resume,null,null,null,70
601.80,CheckWait,null,null,null,null
601.84,Enter,5,W,null,316
601.84,Resume,5,W,null,316
601.84,WaitUntil,5,W,true,316
602.10,Resume,null,null,null,190
602.10,CheckWait,null,null,null,null
602.10,Exit,5,W,null,190
602.10,Resume,null,null,null,149
602.10,CheckWait,null,null,null,null
602.40,Resume,null,null,null,150
602.40,CheckWait,null,null,null,null
602.40,TurnRedThrough,1,W,null,null
602.40,TurnRedThrough,1,E,null,null
602.40,TurnGreenLeft,1,N,null,null
602.70,Resume,null,null,null,151
602.70,CheckWait,null,null,null,null
602.70,Resume,null,null,null,71
602.70,CheckWait,null,null,null,null
602.70,Exit,1,W,null,71
603.00,Resume,null,null,null,152
603.00,CheckWait,null,null,null,null
603.00,Resume,null,null,null,72
603.00,CheckWait,null,null,null,null
603.00,Exit,1,W,null,72
603.30,Resume,null,null,null,153
603.30,CheckWait,null,null,null,null
603.41,Enter,5,W,null,317
603.41,Resume,5,W,null,317
603.41,WaitUntil,5,W,true,317
603.60,Resume,null,null,null,154
603.60,CheckWait,null,null,null,null
603.90,Resume,null,null,null,155
603.90,CheckWait,null,null,null,null
603.90,Exit,2,W,null,155
605.14,Enter,1,S,null,74
608.81,Enter,5,W,null,318
608.81,Resume,5,W,null,318
608.81,WaitUntil,5,W,true,318
609.04,Enter,1,S,null,75
609.87,Enter,1,S,null,76
610.57,Enter,1,E,null,196
610.57,Resume,1,E,null,196
610.57,WaitUntil,1,E,false,196
611.24,Enter,1,S,null,77
611.80,TurnRedLeft,5,N,null,null
613.00,TurnRedLeft,1,N,null,null
613.07,Resume,3,S,null,227
613.07,Resume,3,S,null,214
613.07,WaitUntil,3,S,false,227
613.07,WaitUntil,3,S,false,214
613.07,Resume,null,null,null,227
613.07,Resume,null,null,null,214
613.07,CheckWait,null,null,null,null
613.07,CheckWait,null,null,null,null
613.37,Resume,3,S,null,215
613.37,Resume,3,S,null,228
613.37,WaitUntil,3,S,false,215
613.37,WaitUntil,3,S,true,228
613.37,Resume,null,null,null,215
613.37,Resume,null,null,null,228
613.37,CheckWait,null,null,null,null
613.37,Exit,3,E,null,215
613.37,CheckWait,null,null,null,null
613.37,Exit,3,W,null,228
614.06,Enter,5,W,null,319
614.06,Resume,5,W,null,319
614.06,WaitUntil,5,W,true,319
614.43,Enter,2,W,null,216
614.43,Resume,2,W,null,216
614.43,WaitUntil,2,W,true,216
614.83,Resume,2,S,null,195
614.83,WaitUntil,2,S,false,195
614.83,Resume,null,null,null,195
614.83,CheckWait,null,null,null,null
615.20,TurnGreenThrough,1,N,null,null
615.40,TurnGreenThrough,5,N,null,null
615.70,Resume,null,null,null,45
615.70,CheckWait,null,null,null,null
615.70,Exit,5,E,null,45
615.77,Enter,3,W,null,241
615.77,Resume,3,W,null,241
615.77,WaitUntil,3,W,true,241
616.00,Resume,null,null,null,46
616.00,CheckWait,null,null,null,null
616.30,Resume,null,null,null,212
616.30,CheckWait,null,null,null,null
616.60,Resume,null,null,null,48
616.60,CheckWait,null,null,null,null
616.62,Enter,5,W,null,320
616.62,Resume,5,W,null,320
616.62,WaitUntil,5,W,true,320
616.90,Resume,null,null,null,49
616.90,CheckWait,null,null,null,null
616.90,Enter,3,W,null,242
616.90,Resume,3,W,null,242
616.90,WaitUntil,3,W,true,242
617.20,Resume,null,null,null,50
617.20,CheckWait,null,null,null,null
617.21,Enter,1,S,null,78
617.50,Resume,null,null,null,52
617.50,CheckWait,null,null,null,null
617.80,Resume,null,null,null,53
617.80,CheckWait,null,null,null,null
618.10,Resume,null,null,null,54
618.10,CheckWait,null,null,null,null
618.40,Resume,null,null,null,56
618.40,CheckWait,null,null,null,null
618.43,Enter,1,S,null,79
618.70,Resume,null,null,null,57
618.70,CheckWait,null,null,null,null
619.00,Resume,null,null,null,59
619.00,CheckWait,null,null,null,null
619.04,Enter,1,S,null,80
619.27,Resume,1,S,null,74
619.27,WaitUntil,1,S,true,74
619.30,Resume,null,null,null,60
619.30,CheckWait,null,null,null,null
619.60,Resume,null,null,null,141
619.60,CheckWait,null,null,null,null
619.90,Resume,null,null,null,143
619.90,CheckWait,null,null,null,null
620.00,Enter,1,S,null,81
620.20,Resume,null,null,null,144
620.20,CheckWait,null,null,null,null
620.50,Resume,null,null,null,145
620.50,CheckWait,null,null,null,null
620.50,Exit,5,E,null,145
620.80,Resume,null,null,null,146
620.80,CheckWait,null,null,null,null
620.94,Enter,1,S,null,82
621.10,Resume,null,null,null,147
621.10,CheckWait,null,null,null,null
621.13,Enter,1,S,null,83
621.40,Resume,null,null,null,148
621.40,CheckWait,null,null,null,null
621.70,Resume,null,null,null,191
621.70,CheckWait,null,null,null,null
622.00,Resume,null,null,null,193
622.00,CheckWait,null,null,null,null
622.14,Exit,5,N,null,46
622.44,Exit,5,N,null,212
622.74,Exit,5,N,null,48
623.04,Exit,5,N,null,49
623.18,Resume,1,S,null,75
623.18,WaitUntil,1,S,false,75
623.18,Resume,null,null,null,75
623.18,CheckWait,null,null,null,null
623.34,Exit,5,N,null,50
623.64,Exit,5,N,null,52
623.94,Exit,5,N,null,53
624.00,Resume,1,S,null,76
624.00,WaitUntil,1,S,false,76
624.00,Resume,null,null,null,76
624.00,CheckWait,null,null,null,null
624.13,Resume,5,S,null,254
624.13,WaitUntil,5,S,false,254
624.13,Resume,null,null,null,254
624.13,CheckWait,null,null,null,null
624.24,Exit,5,N,null,54
624.43,Resume,5,S,null,255
624.43,WaitUntil,5,S,false,255
624.43,Resume,null,null,null,255
624.43,CheckWait,null,null,null,null
624.54,Exit,5,N,null,56
624.84,Exit,5,N,null,57
624.84,Enter,1,S,null,84
625.14,Exit,5,N,null,59
625.37,Resume,1,S,null,77
625.37,WaitUntil,1,S,false,77
625.37,Resume,null,null,null,77
625.37,CheckWait,null,null,null,null
625.44,Exit,5,N,null,60
625.74,Exit,5,N,null,141
626.04,Exit,5,N,null,143
626.34,Exit,5,N,null,144
626.94,Exit,5,N,null,146
627.24,Exit,5,N,null,147
627.54,Exit,5,N,null,148
627.84,Exit,5,N,null,191
628.14,Exit,5,N,null,193
630.27,Exit,5,N,null,254
630.30,Enter,3,E,null,256
630.30,Resume,3,E,null,256
630.30,WaitUntil,3,E,false,256
630.57,Exit,5,N,null,255
631.34,Resume,1,S,null,78
631.34,WaitUntil,1,S,false,78
631.34,Resume,null,null,null,78
631.34,CheckWait,null,null,null,null
632.56,Resume,1,S,null,79
632.56,WaitUntil,1,S,false,79
632.56,Resume,null,null,null,79
632.56,CheckWait,null,null,null,null
632.81,Enter,5,E,null,345
632.81,Resume,5,E,null,345
632.81,WaitUntil,5,E,false,345
633.10,TurnGreenThrough,5,E,null,null
633.17,Resume,1,S,null,80
633.17,WaitUntil,1,S,false,80
633.17,Resume,null,null,null,80
633.17,CheckWait,null,null,null,null
634.10,Enter,3,W,null,243
634.10,Resume,3,W,null,243
634.10,WaitUntil,3,W,true,243
634.14,Resume,1,S,null,81
634.14,WaitUntil,1,S,false,81
634.14,Resume,null,null,null,81
634.14,CheckWait,null,null,null,null
635.08,Resume,1,S,null,82
635.08,WaitUntil,1,S,false,82
635.08,Resume,null,null,null,82
635.08,CheckWait,null,null,null,null
635.26,Resume,1,S,null,83
635.26,WaitUntil,1,S,false,83
635.26,Resume,null,null,null,83
635.26,CheckWait,null,null,null,null
636.44,Enter,1,S,null,85
636.50,Enter,1,S,null,86
636.97,Resume,3,S,null,67
636.97,WaitUntil,3,S,false,67
636.97,Resume,null,null,null,67
636.97,CheckWait,null,null,null,null
637.27,Resume,3,S,null,68
637.27,WaitUntil,3,S,false,68
637.27,Resume,null,null,null,68
637.27,CheckWait,null,null,null,null
637.57,Resume,3,S,null,69
637.57,WaitUntil,3,S,true,69
637.57,Resume,null,null,null,69
637.57,CheckWait,null,null,null,null
637.57,Exit,3,W,null,69
637.87,Resume,3,S,null,70
637.87,WaitUntil,3,S,false,70
637.87,Resume,null,null,null,70
637.87,CheckWait,null,null,null,null
638.17,Resume,3,S,null,149
638.17,WaitUntil,3,S,false,149
638.17,Resume,null,null,null,149
638.17,CheckWait,null,null,null,null
638.41,Enter,1,S,null,87
638.47,Resume,3,S,null,150
638.47,WaitUntil,3,S,false,150
638.47,Resume,null,null,null,150
638.47,CheckWait,null,null,null,null
638.77,Resume,3,S,null,151
638.77,WaitUntil,3,S,false,151
638.77,Resume,null,null,null,151
638.77,CheckWait,null,null,null,null
638.77,Exit,3,E,null,151
638.98,Resume,1,S,null,84
638.98,WaitUntil,1,S,false,84
638.98,Resume,null,null,null,84
638.98,CheckWait,null,null,null,null
639.07,Resume,3,S,null,152
639.07,WaitUntil,3,S,false,152
639.07,Resume,null,null,null,152
639.07,CheckWait,null,null,null,null
639.37,Resume,3,S,null,153
639.37,WaitUntil,3,S,false,153
639.37,Resume,null,null,null,153
639.37,CheckWait,null,null,null,null
639.67,Resume,3,S,null,154
639.67,WaitUntil,3,S,false,154
639.67,Resume,null,null,null,154
639.67,CheckWait,null,null,null,null
639.97,Enter,1,E,null,197
639.97,Resume,1,E,null,197
639.97,WaitUntil,1,E,false,197
640.37,Enter,1,W,null,160
640.37,Resume,1,W,null,160
640.37,WaitUntil,1,W,true,160
640.57,Enter,2,E,null,229
640.57,Resume,2,E,null,229
640.57,WaitUntil,2,E,false,229
643.04,Enter,1,S,null,88
643.36,Enter,1,W,null,161
643.36,Resume,1,W,null,161
643.36,WaitUntil,1,W,true,161
643.47,Enter,5,E,null,346
643.47,Resume,5,E,null,346
643.47,WaitUntil,5,E,false,346
645.28,Enter,5,W,null,321
645.28,Resume,5,W,null,321
645.28,WaitUntil,5,W,true,321
645.30,TurnRedThrough,2,N,null,null
645.40,Enter,1,S,null,89
645.85,Enter,1,S,null,90
647.99,Enter,5,W,null,322
647.99,Resume,5,W,null,322
647.99,WaitUntil,5,W,true,322
649.29,Resume,2,S,null,75
649.29,WaitUntil,2,S,false,75
650.12,Resume,2,S,null,76
650.12,WaitUntil,2,S,false,76
650.58,Resume,1,S,null,85
650.58,WaitUntil,1,S,false,85
650.58,Resume,null,null,null,85
650.58,CheckWait,null,null,null,null
650.64,Resume,1,S,null,86
650.64,WaitUntil,1,S,true,86
650.91,Resume,3,S,null,195
650.91,WaitUntil,3,S,false,195
650.91,Resume,null,null,null,195
650.91,CheckWait,null,null,null,null
651.49,Resume,2,S,null,77
651.49,WaitUntil,2,S,false,77
652.55,Resume,1,S,null,87
652.55,WaitUntil,1,S,false,87
652.55,Resume,null,null,null,87
652.55,CheckWait,null,null,null,null
653.20,TurnRedThrough,5,N,null,null
653.50,Enter,5,E,null,347
653.50,Resume,5,E,null,347
653.50,WaitUntil,5,E,false,347
653.50,TurnRedThrough,1,N,null,null
654.73,Resume,5,S,null,61
654.73,WaitUntil,5,S,false,61
655.03,Resume,5,S,null,62
655.03,WaitUntil,5,S,false,62
655.33,Resume,5,S,null,64
655.33,WaitUntil,5,S,false,64
655.63,Resume,5,S,null,65
655.63,WaitUntil,5,S,false,65
655.93,Resume,5,S,null,66
655.93,WaitUntil,5,S,true,66
656.56,Enter,1,S,null,91
656.96,Enter,1,S,null,92
657.17,Resume,1,S,null,88
657.17,WaitUntil,1,S,false,88
657.40,TurnGreenLeft,1,E,null,null
657.46,Resume,2,S,null,78
657.46,WaitUntil,2,S,false,78
657.70,Resume,null,null,null,156
657.70,CheckWait,null,null,null,null
