time,type,intersection,direction,turning_left,vehicle
400.70,Resume,null,null,null,32
400.70,CheckWait,null,null,null,null
400.80,Resume,null,null,null,223
400.80,CheckWait,null,null,null,null
400.80,Exit,5,W,null,223
400.82,Enter,1,S,null,45
401.00,Resume,null,null,null,134
401.00,CheckWait,null,null,null,null
401.00,Resume,null,null,null,33
401.00,CheckWait,null,null,null,null
401.30,Resume,null,null,null,135
401.30,CheckWait,null,null,null,null
401.30,Resume,null,null,null,34
401.30,CheckWait,null,null,null,null
401.60,TurnRedThrough,1,W,null,null
401.60,TurnRedThrough,1,E,null,null
401.60,TurnGreenLeft,1,N,null,null
401.60,Resume,null,null,null,136
401.60,CheckWait,null,null,null,null
401.60,Resume,null,null,null,35
401.60,CheckWait,null,null,null,null
401.90,Resume,null,null,null,37
401.90,CheckWait,null,null,null,null
401.90,Exit,1,W,null,37
401.90,Resume,null,null,null,137
401.90,CheckWait,null,null,null,null
401.90,Resume,null,null,null,36
401.90,CheckWait,null,null,null,null
402.20,Resume,null,null,null,138
402.20,CheckWait,null,null,null,null
402.50,Resume,null,null,null,182
402.50,CheckWait,null,null,null,null
402.80,Resume,null,null,null,183
402.80,CheckWait,null,null,null,null
402.84,Resume,1,S,null,41
402.84,WaitUntil,1,S,true,41
402.84,Resume,null,null,null,41
402.84,CheckWait,null,null,null,null
402.84,Exit,1,W,null,41
403.10,Resume,null,null,null,184
403.10,CheckWait,null,null,null,null
403.40,Resume,null,null,null,185
403.40,CheckWait,null,null,null,null
403.70,Resume,null,null,null,186
403.70,CheckWait,null,null,null,null
403.70,Exit,2,W,null,186
403.76,Enter,1,S,null,46
403.79,Resume,1,S,null,42
403.79,WaitUntil,1,S,false,42
404.00,Resume,null,null,null,187
404.00,CheckWait,null,null,null,null
404.24,Enter,5,W,null,297
404.24,Resume,5,W,null,297
404.24,WaitUntil,5,W,true,297
404.55,Enter,5,W,null,298
404.55,Resume,5,W,null,298
404.55,WaitUntil,5,W,true,298
404.87,Enter,1,E,null,190
404.87,Resume,1,E,null,190
404.87,WaitUntil,1,E,false,190
404.91,Resume,1,S,null,43
404.91,WaitUntil,1,S,false,43
405.18,Enter,5,W,null,299
405.18,Resume,5,W,null,299
405.18,WaitUntil,5,W,true,299
407.50,Enter,1,S,null,47
410.69,Enter,2,W,null,212
410.69,Resume,2,W,null,212
410.69,WaitUntil,2,W,true,212
411.12,Resume,1,S,null,44
411.12,WaitUntil,1,S,true,44
411.12,Resume,null,null,null,44
411.12,CheckWait,null,null,null,null
411.12,Exit,1,W,null,44
412.00,TurnRedLeft,5,N,null,null
412.20,TurnRedLeft,1,N,null,null
412.87,Resume,3,S,null,210
412.87,Resume,3,S,null,224
412.87,WaitUntil,3,S,false,210
412.87,WaitUntil,3,S,false,224
412.87,Resume,null,null,null,210
412.87,Resume,null,null,null,224
412.87,CheckWait,null,null,null,null
412.87,CheckWait,null,null,null,null
414.40,TurnGreenThrough,1,N,null,null
414.70,Resume,null,null,null,38
414.70,CheckWait,null,null,null,null
414.96,Enter,1,S,null,48
414.96,Resume,1,S,null,45
414.96,WaitUntil,1,S,false,45
415.00,Resume,null,null,null,39
415.00,CheckWait,null,null,null,null
415.17,Enter,2,E,null,226
415.17,Resume,2,E,null,226
415.17,WaitUntil,2,E,false,226
415.30,Resume,null,null,null,40
415.30,CheckWait,null,null,null,null
415.30,Exit,1,E,null,40
415.36,Resume,2,S,null,188
415.36,WaitUntil,2,S,false,188
415.36,Resume,null,null,null,188
415.36,CheckWait,null,null,null,null
415.60,TurnGreenThrough,5,N,null,null
415.60,Resume,null,null,null,42
415.60,CheckWait,null,null,null,null
415.90,Resume,null,null,null,10
415.90,Resume,null,null,null,43
415.90,CheckWait,null,null,null,null
415.90,CheckWait,null,null,null,null
416.20,Resume,null,null,null,11
416.20,Resume,null,null,null,45
416.20,CheckWait,null,null,null,null
416.20,CheckWait,null,null,null,null
416.50,Resume,null,null,null,15
416.50,CheckWait,null,null,null,null
416.80,Resume,null,null,null,16
416.80,CheckWait,null,null,null,null
417.10,Resume,null,null,null,17
417.10,CheckWait,null,null,null,null
417.40,Resume,null,null,null,19
417.40,CheckWait,null,null,null,null
417.70,Resume,null,null,null,22
417.70,CheckWait,null,null,null,null
417.90,Resume,1,S,null,46
417.90,WaitUntil,1,S,false,46
417.90,Resume,null,null,null,46
417.90,CheckWait,null,null,null,null
418.00,Resume,null,null,null,25
418.00,CheckWait,null,null,null,null
418.26,Resume,3,S,null,211
418.26,WaitUntil,3,S,false,211
418.26,Resume,null,null,null,211
418.26,CheckWait,null,null,null,null
418.30,Resume,null,null,null,209
418.30,CheckWait,null,null,null,null
418.40,Enter,5,W,null,300
418.40,Resume,5,W,null,300
418.40,WaitUntil,5,W,true,300
418.60,Resume,null,null,null,130
418.60,CheckWait,null,null,null,null
418.90,Resume,null,null,null,131
418.90,CheckWait,null,null,null,null
419.20,Resume,null,null,null,132
419.20,CheckWait,null,null,null,null
420.28,Enter,1,S,null,49
420.79,Enter,5,W,null,301
420.79,Resume,5,W,null,301
420.79,WaitUntil,5,W,true,301
421.63,Resume,1,S,null,47
421.63,WaitUntil,1,S,false,47
421.63,Resume,null,null,null,47
421.63,CheckWait,null,null,null,null
422.04,Exit,5,N,null,10
422.34,Exit,5,N,null,11
422.64,Exit,5,N,null,15
422.85,Enter,1,S,null,50
422.94,Exit,5,N,null,16
423.17,Enter,1,S,null,51
423.24,Exit,5,N,null,17
423.45,Resume,3,S,null,225
423.45,WaitUntil,3,S,false,225
423.45,Resume,null,null,null,225
423.45,CheckWait,null,null,null,null
423.54,Exit,5,N,null,19
423.84,Exit,5,N,null,22
424.14,Exit,5,N,null,25
424.14,Enter,5,W,null,302
424.14,Resume,5,W,null,302
424.14,WaitUntil,5,W,true,302
424.44,Exit,5,N,null,209
424.53,Resume,5,S,null,252
424.53,WaitUntil,5,S,false,252
424.53,Resume,null,null,null,252
424.53,CheckWait,null,null,null,null
424.74,Exit,5,N,null,130
425.04,Exit,5,N,null,131
425.34,Exit,5,N,null,132
425.55,Resume,2,S,null,189
425.55,WaitUntil,2,S,false,189
425.55,Resume,null,null,null,189
425.55,CheckWait,null,null,null,null
426.16,Enter,3,W,null,238
426.16,Resume,3,W,null,238
426.16,WaitUntil,3,W,true,238
428.75,Enter,1,S,null,52
428.80,Enter,1,S,null,53
429.09,Resume,1,S,null,48
429.09,WaitUntil,1,S,false,48
429.09,Resume,null,null,null,48
429.09,CheckWait,null,null,null,null
430.67,Exit,5,N,null,252
431.53,Enter,1,S,null,54
431.94,Enter,1,S,null,55
432.67,Enter,1,S,null,56
433.13,Enter,1,S,null,57
433.30,TurnGreenThrough,5,E,null,null
433.58,Enter,5,E,null,342
433.58,Resume,5,E,null,342
433.58,WaitUntil,5,E,false,342
433.81,Enter,1,S,null,58
433.99,Enter,1,S,null,59
434.42,Resume,1,S,null,49
434.42,WaitUntil,1,S,false,49
434.42,Resume,null,null,null,49
434.42,CheckWait,null,null,null,null
436.49,Enter,1,S,null,60
436.77,Resume,3,S,null,133
436.77,WaitUntil,3,S,false,133
436.77,Resume,null,null,null,133
436.77,CheckWait,null,null,null,null
436.98,Resume,1,S,null,50
436.98,WaitUntil,1,S,false,50
436.98,Resume,null,null,null,50
436.98,CheckWait,null,null,null,null
437.07,Resume,3,S,null,134
437.07,WaitUntil,3,S,false,134
437.07,Resume,null,null,null,134
437.07,CheckWait,null,null,null,null
437.31,Resume,1,S,null,51
437.31,WaitUntil,1,S,false,51
437.31,Resume,null,null,null,51
437.31,CheckWait,null,null,null,null
437.37,Resume,3,S,null,135
437.37,WaitUntil,3,S,false,135
437.37,Resume,null,null,null,135
437.37,CheckWait,null,null,null,null
437.67,Resume,3,S,null,136
437.67,WaitUntil,3,S,false,136
437.67,Resume,null,null,null,136
437.67,CheckWait,null,null,null,null
437.97,Resume,3,S,null,137
437.97,WaitUntil,3,S,false,137
437.97,Resume,null,null,null,137
437.97,CheckWait,null,null,null,null
438.27,Resume,3,S,null,138
438.27,WaitUntil,3,S,false,138
438.27,Resume,null,null,null,138
438.27,CheckWait,null,null,null,null
438.57,Resume,3,S,null,182
438.57,WaitUntil,3,S,false,182
438.57,Resume,null,null,null,182
438.57,CheckWait,null,null,null,null
438.76,Enter,1,S,null,61
438.86,Enter,1,W,null,144
438.86,Resume,1,W,null,144
438.86,WaitUntil,1,W,true,144
438.87,Resume,3,S,null,183
438.87,WaitUntil,3,S,false,183
438.87,Resume,null,null,null,183
438.87,CheckWait,null,null,null,null
439.17,Resume,3,S,null,184
439.17,WaitUntil,3,S,false,184
439.17,Resume,null,null,null,184
439.17,CheckWait,null,null,null,null
439.47,Resume,3,S,null,185
439.47,WaitUntil,3,S,false,185
439.47,Resume,null,null,null,185
439.47,CheckWait,null,null,null,null
439.74,Enter,1,E,null,191
439.74,Resume,1,E,null,191
439.74,WaitUntil,1,E,false,191
440.07,Resume,3,S,null,187
440.07,WaitUntil,3,S,false,187
440.07,Resume,null,null,null,187
440.07,CheckWait,null,null,null,null
440.27,Enter,1,W,null,145
440.27,Resume,1,W,null,145
440.27,WaitUntil,1,W,true,145
440.82,Resume,2,S,null,38
440.82,WaitUntil,2,S,false,38
440.82,Resume,null,null,null,38
440.82,CheckWait,null,null,null,null
440.98,Enter,1,W,null,146
440.98,Resume,1,W,null,146
440.98,WaitUntil,1,W,true,146
441.12,Resume,2,S,null,39
441.12,WaitUntil,2,S,true,39
441.12,Resume,null,null,null,39
441.12,CheckWait,null,null,null,null
441.12,Exit,2,W,null,39
441.72,Resume,2,S,null,42
441.72,WaitUntil,2,S,false,42
441.72,Resume,null,null,null,42
441.72,CheckWait,null,null,null,null
442.02,Resume,2,S,null,43
442.02,WaitUntil,2,S,true,43
442.02,Resume,null,null,null,43
442.02,CheckWait,null,null,null,null
442.02,Exit,2,W,null,43
442.29,Enter,1,S,null,62
442.32,Resume,2,S,null,45
442.32,WaitUntil,2,S,false,45
442.32,Resume,null,null,null,45
442.32,CheckWait,null,null,null,null
442.89,Resume,1,S,null,52
442.89,WaitUntil,1,S,false,52
442.89,Resume,null,null,null,52
442.89,CheckWait,null,null,null,null
442.94,Resume,1,S,null,53
442.94,WaitUntil,1,S,false,53
442.94,Resume,null,null,null,53
442.94,CheckWait,null,null,null,null
444.02,Resume,2,S,null,46
444.02,WaitUntil,2,S,false,46
444.02,Resume,null,null,null,46
444.02,CheckWait,null,null,null,null
444.88,Enter,1,W,null,147
444.88,Resume,1,W,null,147
444.88,WaitUntil,1,W,true,147
445.10,TurnRedThrough,2,N,null,null
445.66,Resume,1,S,null,54
445.66,WaitUntil,1,S,false,54
445.66,Resume,null,null,null,54
445.66,CheckWait,null,null,null,null
445.81,Enter,1,S,null,63
446.08,Resume,1,S,null,55
446.08,WaitUntil,1,S,false,55
446.08,Resume,null,null,null,55
446.08,CheckWait,null,null,null,null
446.81,Resume,1,S,null,56
446.81,WaitUntil,1,S,false,56
446.81,Resume,null,null,null,56
446.81,CheckWait,null,null,null,null
446.93,Enter,1,W,null,148
446.93,Resume,1,W,null,148
446.93,WaitUntil,1,W,true,148
447.27,Resume,1,S,null,57
447.27,WaitUntil,1,S,false,57
447.27,Resume,null,null,null,57
447.27,CheckWait,null,null,null,null
447.75,Resume,2,S,null,47
447.75,WaitUntil,2,S,false,47
447.94,Resume,1,S,null,58
447.94,WaitUntil,1,S,false,58
447.94,Resume,null,null,null,58
447.94,CheckWait,null,null,null,null
448.12,Resume,1,S,null,59
448.12,WaitUntil,1,S,false,59
448.12,Resume,null,null,null,59
448.12,CheckWait,null,null,null,null
449.96,Resume,5,S,null,253
449.96,WaitUntil,5,S,false,253
449.96,Resume,null,null,null,253
449.96,CheckWait,null,null,null,null
450.63,Resume,1,S,null,60
450.63,WaitUntil,1,S,false,60
450.63,Resume,null,null,null,60
450.63,CheckWait,null,null,null,null
451.43,Resume,3,S,null,188
451.43,WaitUntil,3,S,false,188
451.43,Resume,null,null,null,188
451.43,CheckWait,null,null,null,null
452.13,Enter,1,S,null,64
452.70,TurnRedThrough,1,N,null,null
452.90,Resume,1,S,null,61
452.90,WaitUntil,1,S,false,61
453.39,Enter,1,S,null,65
453.40,TurnRedThrough,5,N,null,null
454.18,Enter,1,S,null,66
455.13,Resume,5,S,null,27
455.13,WaitUntil,5,S,false,27
455.21,Resume,2,S,null,48
455.21,WaitUntil,2,S,false,48
455.43,Resume,5,S,null,29
455.43,WaitUntil,5,S,false,29
455.73,Resume,5,S,null,30
455.73,WaitUntil,5,S,false,30
456.03,Resume,5,S,null,31
456.03,WaitUntil,5,S,false,31
456.09,Exit,5,N,null,253
456.29,Enter,1,E,null,192
456.29,Resume,1,E,null,192
456.29,WaitUntil,1,E,false,192
456.33,Resume,5,S,null,32
456.33,WaitUntil,5,S,false,32
456.43,Resume,1,S,null,62
456.43,WaitUntil,1,S,false,62
456.60,TurnGreenLeft,1,E,null,null
456.63,Resume,5,S,null,33
456.63,WaitUntil,5,S,false,33
456.90,Resume,null,null,null,139
456.90,CheckWait,null,null,null,null
456.93,Resume,5,S,null,34
456.93,WaitUntil,5,S,true,34
457.20,Resume,null,null,null,140
457.20,CheckWait,null,null,null,null
457.23,Resume,5,S,null,35
457.23,WaitUntil,5,S,false,35
457.50,Resume,null,null,null,141
457.50,CheckWait,null,null,null,null
457.53,Resume,5,S,null,36
457.53,WaitUntil,5,S,true,36
457.80,Resume,null,null,null,142
457.80,CheckWait,null,null,null,null
458.10,Resume,null,null,null,143
458.10,CheckWait,null,null,null,null
458.40,Resume,null,null,null,144
458.40,CheckWait,null,null,null,null
458.70,Resume,null,null,null,145
458.70,CheckWait,null,null,null,null
459.00,Resume,null,null,null,146
459.00,CheckWait,null,null,null,null
459.30,Resume,null,null,null,147
459.30,CheckWait,null,null,null,null
459.60,TurnGreenLeft,5,E,null,null
459.60,Resume,null,null,null,148
459.60,CheckWait,null,null,null,null
459.90,Resume,null,null,null,295
459.90,CheckWait,null,null,null,null
459.94,Resume,1,S,null,63
459.94,WaitUntil,1,S,true,63
460.20,Resume,null,null,null,296
460.20,CheckWait,null,null,null,null
460.50,Resume,null,null,null,297
460.50,CheckWait,null,null,null,null
460.53,Resume,2,S,null,49
460.53,WaitUntil,2,S,false,49
460.80,Resume,null,null,null,298
460.80,CheckWait,null,null,null,null
461.10,Resume,null,null,null,299
461.10,CheckWait,null,null,null,null
461.25,Enter,5,W,null,303
461.25,Resume,5,W,null,303
461.25,WaitUntil,5,W,true,303
461.40,Resume,null,null,null,300
461.40,CheckWait,null,null,null,null
461.62,Resume,3,S,null,189
461.62,WaitUntil,3,S,false,189
461.62,Resume,null,null,null,189
461.62,CheckWait,null,null,null,null
461.70,Resume,null,null,null,301
461.70,CheckWait,null,null,null,null
462.00,Resume,null,null,null,302
462.00,CheckWait,null,null,null,null
462.30,Resume,null,null,null,303
462.30,CheckWait,null,null,null,null
463.10,Resume,2,S,null,50
463.10,WaitUntil,2,S,false,50
463.30,TurnRedThrough,3,N,null,null
463.42,Resume,2,S,null,51
463.42,WaitUntil,2,S,false,51
464.12,Enter,5,W,null,304
464.12,Resume,5,W,null,304
464.12,WaitUntil,5,W,true,304
464.12,Resume,null,null,null,304
464.12,CheckWait,null,null,null,null
466.04,Exit,5,N,null,295
466.26,Resume,1,S,null,64
466.26,WaitUntil,1,S,false,64
466.34,Exit,5,N,null,296
466.40,TurnRedLeft,1,E,null,null
466.64,Exit,5,N,null,297
466.94,Exit,5,N,null,298
467.17,Enter,1,E,null,193
467.17,Resume,1,E,null,193
467.17,WaitUntil,1,E,false,193
467.24,Exit,5,N,null,299
467.53,Resume,1,S,null,65
467.53,WaitUntil,1,S,false,65
467.54,Exit,5,N,null,300
467.84,Exit,5,N,null,301
468.14,Exit,5,N,null,302
468.20,TurnGreenThrough,1,E,null,null
468.32,Resume,1,S,null,66
468.32,WaitUntil,1,S,false,66
468.40,TurnGreenThrough,3,W,null,null
468.40,TurnGreenThrough,3,E,null,null
468.44,Exit,5,N,null,303
468.51,Resume,5,S,null,210
468.51,Resume,5,S,null,224
468.51,WaitUntil,5,S,true,210
468.51,WaitUntil,5,S,false,224
468.70,Resume,null,null,null,238
468.70,CheckWait,null,null,null,null
469.01,Resume,2,S,null,52
469.01,WaitUntil,2,S,false,52
469.05,Resume,2,S,null,53
469.05,WaitUntil,2,S,false,53
469.40,TurnGreenThrough,1,W,null,null
469.70,Resume,null,null,null,190
469.70,CheckWait,null,null,null,null
470.00,Resume,null,null,null,191
470.00,CheckWait,null,null,null,null
470.25,Exit,5,N,null,304
470.30,Resume,null,null,null,192
470.30,CheckWait,null,null,null,null
470.60,Resume,null,null,null,193
470.60,CheckWait,null,null,null,null
471.78,Resume,2,S,null,54
471.78,WaitUntil,2,S,false,54
472.19,Resume,2,S,null,55
472.19,WaitUntil,2,S,false,55
472.55,Enter,1,E,null,194
472.55,Resume,1,E,null,194
472.55,WaitUntil,1,E,false,194
472.55,Resume,null,null,null,194
472.55,CheckWait,null,null,null,null
472.93,Resume,2,S,null,56
472.93,WaitUntil,2,S,false,56
473.00,TurnRedLeft,5,E,null,null
473.38,Resume,2,S,null,57
473.38,WaitUntil,2,S,false,57
473.60,TurnGreenThrough,5,W,null,null
473.90,Resume,5,S,null,211
473.90,WaitUntil,5,S,true,211
473.90,Resume,null,null,null,342
473.90,CheckWait,null,null,null,null
474.06,Resume,2,S,null,58
474.06,WaitUntil,2,S,true,58
474.24,Resume,2,S,null,59
474.24,WaitUntil,2,S,false,59
474.70,Enter,1,W,null,149
474.70,Resume,1,W,null,149
474.70,WaitUntil,1,W,true,149
476.60,TurnGreenThrough,2,E,null,null
476.60,TurnGreenThrough,2,W,null,null
476.75,Resume,2,S,null,60
476.75,WaitUntil,2,S,false,60
476.89,Resume,3,S,null,38
476.89,WaitUntil,3,S,false,38
476.90,Resume,null,null,null,212
476.90,Resume,null,null,null,226
476.90,CheckWait,null,null,null,null
476.90,CheckWait,null,null,null,null
477.41,Enter,1,W,null,150
477.41,Resume,1,W,null,150
477.41,WaitUntil,1,W,true,150
477.79,Resume,3,S,null,42
477.79,WaitUntil,3,S,false,42
478.39,Resume,3,S,null,45
478.39,WaitUntil,3,S,false,45
478.68,Enter,3,W,null,239
478.68,Resume,3,W,null,239
478.68,WaitUntil,3,W,true,239
478.68,Resume,null,null,null,239
478.68,CheckWait,null,null,null,null
479.09,Resume,5,S,null,225
479.09,WaitUntil,5,S,false,225
480.04,Exit,5,N,null,342
480.09,Resume,3,S,null,46
480.09,WaitUntil,3,S,false,46
483.02,Resume,2,S,null,139
483.02,WaitUntil,2,S,false,139
483.32,Resume,2,S,null,140
483.32,WaitUntil,2,S,true,140
483.62,Resume,2,S,null,141
483.62,WaitUntil,2,S,false,141
483.92,Resume,2,S,null,142
483.92,WaitUntil,2,S,false,142
483.95,Enter,1,W,null,151
483.95,Resume,1,W,null,151
483.95,WaitUntil,1,W,true,151
484.22,Resume,2,S,null,143
484.22,WaitUntil,2,S,false,143
484.52,Resume,2,S,null,144
484.52,WaitUntil,2,S,false,144
484.75,Enter,1,W,null,152
484.75,Resume,1,W,null,152
484.75,WaitUntil,1,W,true,152
484.82,Resume,2,S,null,145
484.82,WaitUntil,2,S,false,145
485.08,Enter,2,W,null,213
485.08,Resume,2,W,null,213
485.08,WaitUntil,2,W,true,213
485.08,Resume,null,null,null,213
485.08,CheckWait,null,null,null,null
485.12,Resume,2,S,null,146
485.12,WaitUntil,2,S,false,146
485.42,Resume,2,S,null,147
485.42,WaitUntil,2,S,false,147
485.72,Resume,2,S,null,148
485.72,WaitUntil,2,S,false,148
488.45,Enter,5,W,null,305
488.45,Resume,5,W,null,305
488.45,WaitUntil,5,W,true,305
488.83,Enter,3,W,null,240
488.83,Resume,3,W,null,240
488.83,WaitUntil,3,W,true,240
488.83,Resume,null,null,null,240
488.83,CheckWait,null,null,null,null
490.87,Enter,5,W,null,306
490.87,Resume,5,W,null,306
490.87,WaitUntil,5,W,true,306
491.35,Enter,5,W,null,307
491.35,Resume,5,W,null,307
491.35,WaitUntil,5,W,true,307
492.41,Resume,5,S,null,133
492.41,WaitUntil,5,S,false,133
492.71,Resume,5,S,null,134
492.71,WaitUntil,5,S,false,134
493.01,Resume,5,S,null,135
493.01,WaitUntil,5,S,false,135
493.31,Resume,5,S,null,136
493.31,WaitUntil,5,S,false,136
493.56,Enter,5,E,null,343
493.56,Resume,5,E,null,343
493.56,WaitUntil,5,E,false,343
493.56,Resume,null,null,null,343
493.56,CheckWait,null,null,null,null
493.61,Resume,5,S,null,137
493.61,WaitUntil,5,S,true,137
493.91,Resume,5,S,null,138
493.91,WaitUntil,5,S,false,138
494.21,Resume,5,S,null,182
494.21,WaitUntil,5,S,true,182
494.42,Enter,5,W,null,308
494.42,Resume,5,W,null,308
494.42,WaitUntil,5,W,true,308
494.51,Resume,5,S,null,183
494.51,WaitUntil,5,S,true,183
494.81,Resume,5,S,null,184
494.81,WaitUntil,5,S,false,184
495.11,Resume,5,S,null,185
495.11,WaitUntil,5,S,true,185
495.71,Resume,5,S,null,187
495.71,WaitUntil,5,S,false,187
495.82,Resume,2,S,null,190
495.82,WaitUntil,2,S,false,190
496.12,Resume,2,S,null,191
496.12,WaitUntil,2,S,false,191
496.42,Resume,2,S,null,192
496.42,WaitUntil,2,S,false,192
496.72,Resume,2,S,null,193
496.72,WaitUntil,2,S,false,193
498.51,Enter,5,W,null,309
498.51,Resume,5,W,null,309
498.51,WaitUntil,5,W,true,309
498.66,Resume,2,S,null,194
498.66,WaitUntil,2,S,false,194
499.00,TurnGreenThrough,3,N,null,null
499.00,TurnRedThrough,3,E,null,null
499.00,TurnRedThrough,3,W,null,null
499.30,Resume,null,null,null,38
499.30,CheckWait,null,null,null,null
499.50,TurnRedLeft,5,E,null,null
499.50,TurnRedThrough,5,E,null,null
499.50,TurnRedThrough,5,W,null,null
499.50,TurnGreenLeft,5,N,null,null
499.60,Resume,null,null,null,42
499.60,CheckWait,null,null,null,null
499.70,Exit,5,N,null,343
499.80,Resume,null,null,null,34
499.80,CheckWait,null,null,null,null
499.80,Exit,5,W,null,34
499.90,Resume,null,null,null,45
499.90,CheckWait,null,null,null,null
500.10,Resume,null,null,null,36
500.10,CheckWait,null,null,null,null
500.10,Exit,5,W,null,36
500.15,Enter,3,E,null,254
500.15,Resume,3,E,null,254
500.15,WaitUntil,3,E,false,254
500.20,Resume,null,null,null,46
500.20,CheckWait,null,null,null,null
500.40,Resume,null,null,null,210
500.40,CheckWait,null,null,null,null
500.40,Exit,5,W,null,210
500.50,TurnRedThrough,2,W,null,null
500.50,TurnRedThrough,2,E,null,null
500.50,TurnGreenThrough,2,N,null,null
500.70,Resume,null,null,null,211
500.70,CheckWait,null,null,null,null
500.70,Exit,5,W,null,211
500.80,Resume,null,null,null,47
500.80,CheckWait,null,null,null,null
501.00,Resume,null,null,null,137
501.00,CheckWait,null,null,null,null
501.00,Exit,5,W,null,137
501.10,Resume,null,null,null,48
501.10,CheckWait,null,null,null,null
501.30,Resume,null,null,null,182
501.30,CheckWait,null,null,null,null
501.30,Exit,5,W,null,182
501.40,Resume,null,null,null,49
501.40,CheckWait,null,null,null,null
501.60,Resume,null,null,null,183
501.60,CheckWait,null,null,null,null
501.60,Exit,5,W,null,183
501.70,Resume,null,null,null,50
501.70,CheckWait,null,null,null,null
501.90,Resume,null,null,null,185
501.90,CheckWait,null,null,null,null
501.90,Exit,5,W,null,185
502.00,TurnGreenLeft,1,N,null,null
502.00,TurnRedThrough,1,W,null,null
502.00,TurnRedThrough,1,E,null,null
502.00,Resume,null,null,null,51
502.00,CheckWait,null,null,null,null
502.30,Resume,null,null,null,63
502.30,CheckWait,null,null,null,null
502.30,Exit,1,W,null,63
502.30,Resume,null,null,null,52
502.30,CheckWait,null,null,null,null
502.60,Resume,null,null,null,53
502.60,CheckWait,null,null,null,null
502.90,Resume,null,null,null,54
502.90,CheckWait,null,null,null,null
503.20,Resume,null,null,null,55
503.20,CheckWait,null,null,null,null
503.50,Resume,null,null,null,56
503.50,CheckWait,null,null,null,null
503.80,Resume,null,null,null,57
503.80,CheckWait,null,null,null,null
504.10,Resume,null,null,null,58
504.10,CheckWait,null,null,null,null
504.10,Exit,2,W,null,58
504.25,Enter,2,E,null,227
504.25,Resume,2,E,null,227
504.25,WaitUntil,2,E,false,227
504.40,Resume,null,null,null,59
504.40,CheckWait,null,null,null,null
504.70,Resume,null,null,null,60
504.70,CheckWait,null,null,null,null
505.00,Resume,null,null,null,139
505.00,CheckWait,null,null,null,null
505.20,Enter,1,W,null,153
505.20,Resume,1,W,null,153
505.20,WaitUntil,1,W,true,153
505.30,Resume,null,null,null,140
505.30,CheckWait,null,null,null,null
505.30,Exit,2,W,null,140
505.60,Resume,null,null,null,141
505.60,CheckWait,null,null,null,null
505.90,Resume,null,null,null,142
505.90,CheckWait,null,null,null,null
506.20,Resume,null,null,null,143
506.20,CheckWait,null,null,null,null
506.50,Resume,null,null,null,144
506.50,CheckWait,null,null,null,null
506.80,Resume,null,null,null,145
506.80,CheckWait,null,null,null,null
507.06,Resume,5,S,null,188
507.06,WaitUntil,5,S,false,188
507.10,Resume,null,null,null,146
507.10,CheckWait,null,null,null,null
507.40,Enter,1,W,null,154
507.40,Resume,1,W,null,154
507.40,WaitUntil,1,W,true,154
507.40,Resume,null,null,null,147
507.40,CheckWait,null,null,null,null
507.70,Resume,null,null,null,148
507.70,CheckWait,null,null,null,null
508.00,Resume,null,null,null,190
508.00,CheckWait,null,null,null,null
508.30,Resume,null,null,null,191
508.30,CheckWait,null,null,null,null
508.60,Resume,null,null,null,192
508.60,CheckWait,null,null,null,null
508.90,Resume,null,null,null,193
508.90,CheckWait,null,null,null,null
509.20,Resume,null,null,null,194
509.20,CheckWait,null,null,null,null
511.90,TurnRedLeft,5,N,null,null
512.60,TurnRedLeft,1,N,null,null
512.97,Resume,3,S,null,226
512.97,Resume,3,S,null,212
512.97,WaitUntil,3,S,false,226
512.97,WaitUntil,3,S,false,212
512.97,Resume,null,null,null,226
512.97,Resume,null,null,null,212
512.97,CheckWait,null,null,null,null
512.97,CheckWait,null,null,null,null
514.52,Enter,1,S,null,67
514.80,TurnGreenThrough,1,N,null,null
515.10,Resume,null,null,null,61
515.10,CheckWait,null,null,null,null
515.40,Resume,null,null,null,62
515.40,CheckWait,null,null,null,null
515.50,TurnGreenThrough,5,N,null,null
515.70,Resume,null,null,null,64
515.70,CheckWait,null,null,null,null
515.80,Resume,null,null,null,27
515.80,CheckWait,null,null,null,null
516.00,Resume,null,null,null,65
516.00,CheckWait,null,null,null,null
516.10,Resume,null,null,null,29
516.10,CheckWait,null,null,null,null
516.30,Resume,null,null,null,66
516.30,CheckWait,null,null,null,null
516.40,Resume,null,null,null,30
516.40,CheckWait,null,null,null,null
516.70,Resume,null,null,null,31
516.70,CheckWait,null,null,null,null
517.00,Resume,null,null,null,32
517.00,CheckWait,null,null,null,null
517.26,Resume,5,S,null,189
517.26,WaitUntil,5,S,false,189
517.30,Resume,null,null,null,33
517.30,CheckWait,null,null,null,null
517.60,Resume,null,null,null,35
517.60,CheckWait,null,null,null,null
517.90,Resume,null,null,null,224
517.90,CheckWait,null,null,null,null
518.20,Resume,null,null,null,225
518.20,CheckWait,null,null,null,null
518.50,Resume,null,null,null,133
518.50,CheckWait,null,null,null,null
518.80,Resume,null,null,null,134
518.80,CheckWait,null,null,null,null
519.10,Resume,null,null,null,135
519.10,CheckWait,null,null,null,null
519.40,Resume,null,null,null,136
519.40,CheckWait,null,null,null,null
519.70,Resume,null,null,null,138
519.70,CheckWait,null,null,null,null
520.00,Resume,null,null,null,184
520.00,CheckWait,null,null,null,null
520.00,Exit,5,E,null,184
520.30,Resume,null,null,null,187
