time,type,intersection,direction,vehicle
654.73,Arrival,5,S,149
654.85,Arrival,2,S,198
655.03,Arrival,5,S,150
655.33,Arrival,5,S,151
655.63,Arrival,5,S,152
655.93,Arrival,5,S,155
656.23,Arrival,5,S,156
656.53,Arrival,5,S,157
656.83,Arrival,5,S,159
657.13,Arrival,5,S,160
657.33,Arrival,1,S,208
657.40,GreenWestTurnLeft,1,null,null
657.40,Departure,1,W,347
657.43,Arrival,5,S,161
657.70,Departure,1,W,348
657.73,Arrival,5,S,162
658.00,Departure,1,W,349
658.03,Arrival,5,S,163
658.30,Departure,1,W,350
658.35,Arrival,2,S,199
659.34,Arrival,1,E,413
659.40,GreenWestTurnLeft,5,null,null
659.40,Departure,5,W,648
659.70,Departure,5,W,649
660.00,Departure,5,W,650
660.10,Arrival,2,S,200
660.30,Departure,5,W,651
660.45,Arrival,2,W,459
660.46,Arrival,5,E,719
660.60,Departure,5,W,652
660.90,Departure,5,W,653
661.20,Departure,5,W,654
661.50,Departure,5,W,655
661.57,Arrival,1,E,414
661.80,Departure,5,W,656
662.10,Departure,5,W,657
662.40,Departure,5,W,658
662.70,Departure,5,W,659
662.90,RedSouth,3,N,null
662.90,RedSouth,3,W,null
664.33,Arrival,1,S,209
664.65,Arrival,2,S,201
664.90,Arrival,2,S,202
665.54,Exit,5,N,648
665.84,Exit,5,N,649
666.14,Exit,5,N,650
666.44,Exit,5,N,651
666.61,Arrival,5,W,660
666.61,Departure,5,W,660
666.74,Exit,5,N,652
667.04,Exit,5,N,653
667.20,RedWestTurnLeft,1,null,null
667.34,Exit,5,N,654
667.64,Exit,5,N,655
667.74,Arrival,2,S,203
667.94,Exit,5,N,656
668.00,GreenEastTurnRight,3,null,null
668.00,GreenWestTurnLeft,3,null,null
668.00,Departure,3,E,568
668.00,Departure,3,W,503
668.24,Exit,5,N,657
668.30,Departure,3,E,569
668.30,Departure,3,W,504
668.41,Arrival,5,S,452
668.47,Arrival,1,W,351
668.54,Exit,5,N,658
668.60,Departure,3,E,570
668.60,Departure,3,W,505
668.71,Arrival,5,S,453
668.84,Exit,5,N,659
668.89,Arrival,1,S,210
668.90,Departure,3,E,571
668.90,Departure,3,W,506
669.01,Arrival,5,S,454
669.20,Departure,3,W,507
669.31,Arrival,5,S,455
669.33,Arrival,5,W,661
669.33,Departure,5,W,661
669.50,Departure,3,W,508
669.80,Departure,3,W,509
670.10,Departure,3,W,510
670.20,GreenEastTurnRight,1,null,null
670.20,Departure,1,E,412
670.50,Departure,1,E,413
670.80,Departure,1,E,414
671.14,Arrival,1,S,211
671.89,Arrival,2,W,460
672.04,Arrival,1,E,415
672.04,Departure,1,E,415
672.75,Exit,5,N,660
672.80,RedWestTurnLeft,5,null,null
673.20,Arrival,1,S,212
673.40,GreenEastTurnRight,5,null,null
673.40,Departure,5,E,717
673.66,Arrival,2,S,205
673.70,Departure,5,E,718
673.92,Arrival,1,S,213
674.00,Departure,5,E,719
675.47,Exit,5,N,661
676.03,Arrival,2,S,206
676.58,Arrival,1,S,214
676.80,GreenWestTurnLeft,2,null,null
676.80,GreenEastTurnRight,2,null,null
676.80,Departure,2,W,457
677.10,Departure,2,W,458
677.39,Arrival,3,S,175
677.40,Departure,2,W,459
677.69,Arrival,3,S,176
677.70,Departure,2,W,460
677.99,Arrival,3,S,177
678.29,Arrival,3,S,178
678.51,Arrival,2,S,207
678.59,Arrival,3,S,179
678.89,Arrival,3,S,180
679.19,Arrival,3,S,181
679.49,Arrival,3,S,183
679.54,Exit,5,N,717
679.70,Arrival,3,E,572
679.70,Departure,3,E,572
679.79,Arrival,3,S,184
679.80,Arrival,1,E,416
679.80,Departure,1,E,416
679.84,Exit,5,N,718
680.09,Arrival,3,S,185
680.14,Exit,5,N,719
680.39,Arrival,3,S,186
680.69,Arrival,3,S,188
680.83,Arrival,1,S,215
680.99,Arrival,3,S,189
681.29,Arrival,3,S,190
682.02,Arrival,5,W,662
683.52,Arrival,2,S,347
683.82,Arrival,2,S,348
684.12,Arrival,2,S,349
684.21,Arrival,5,W,663
684.40,Arrival,3,E,573
684.40,Departure,3,E,573
684.42,Arrival,2,S,350
684.43,Arrival,1,S,216
685.80,Arrival,2,W,461
685.80,Departure,2,W,461
685.99,Arrival,1,S,217
687.37,Arrival,3,W,511
687.37,Departure,3,W,511
687.42,Arrival,1,W,352
688.04,Arrival,3,W,512
688.04,Departure,3,W,512
689.06,Arrival,1,W,353
689.13,Arrival,1,W,354
689.37,Arrival,1,S,218
690.60,Arrival,1,W,355
690.91,Arrival,1,W,356
690.92,Arrival,1,W,357
690.95,Arrival,1,W,358
691.76,Arrival,1,S,219
692.31,Arrival,5,S,164
692.61,Arrival,5,S,165
692.91,Arrival,5,S,166
693.21,Arrival,5,S,168
693.51,Arrival,5,S,169
693.81,Arrival,5,S,170
694.11,Arrival,5,S,171
694.41,Arrival,5,S,173
694.71,Arrival,5,S,341
695.01,Arrival,5,S,343
695.31,Arrival,5,S,344
695.61,Arrival,5,S,345
695.73,Arrival,1,S,220
695.86,Arrival,5,W,664
695.91,Arrival,5,S,407
696.21,Arrival,5,S,408
696.32,Arrival,2,S,412
696.40,Arrival,5,W,665
696.51,Arrival,5,S,409
696.62,Arrival,2,S,413
696.64,Arrival,1,S,221
696.81,Arrival,5,S,410
696.92,Arrival,2,S,414
697.84,Arrival,3,E,574
697.84,Departure,3,E,574
698.15,Arrival,2,S,415
698.35,Arrival,1,S,222
698.60,GreenSouth,3,W,null
698.60,RedWestTurnLeft,3,null,null
698.60,RedEastTurnRight,3,null,null
698.60,GreenSouth,3,N,null
698.60,Departure,3,S,175
698.90,Departure,3,S,176
699.20,Departure,3,S,177
699.30,GreenSouth,5,W,null
699.30,RedWestTurnLeft,5,null,null
699.30,Exit,5,W,406
699.30,RedEastTurnRight,5,null,null
699.50,Departure,3,S,178
699.60,Exit,5,W,567
699.80,Departure,3,S,179
699.90,Exit,5,W,148
700.10,Departure,3,S,180
700.20,Exit,5,W,149
700.33,Arrival,1,S,223
700.40,Departure,3,S,181
700.50,Exit,5,W,150
700.70,Departure,3,S,183
700.70,RedWestTurnLeft,2,null,null
700.70,GreenSouth,2,W,null
700.70,GreenSouth,2,N,null
700.70,Exit,2,W,196
700.70,Departure,2,S,191
700.70,RedEastTurnRight,2,null,null
700.80,Exit,5,W,152
701.00,Departure,3,S,184
701.00,Exit,2,W,199
701.00,Departure,2,S,192
701.10,Exit,5,W,159
701.30,Departure,3,S,185
701.30,Exit,2,W,200
701.30,Departure,2,S,194
701.40,Exit,5,W,160
701.60,Departure,3,S,186
701.60,Exit,2,W,350
701.60,Departure,2,S,195
701.70,Exit,5,W,455
701.90,Departure,3,S,188
701.90,Departure,2,S,198
702.00,Exit,5,W,173
702.20,Departure,3,S,189
702.20,Departure,2,S,201
702.30,Exit,5,W,343
702.50,Departure,3,S,190
702.50,Departure,2,S,202
702.60,Exit,5,W,407
702.80,Departure,2,S,203
702.80,RedEastTurnRight,1,null,null
702.80,GreenSouth,1,W,null
702.80,RedWestTurnLeft,1,null,null
702.80,Exit,1,W,204
702.90,Exit,5,W,410
703.10,Departure,2,S,205
703.10,Exit,1,W,211
703.40,Departure,2,S,206
703.40,Exit,1,W,220
703.70,Departure,2,S,207
703.70,Exit,1,W,222
704.00,Departure,2,S,347
704.30,Departure,2,S,348
704.57,Arrival,5,S,411
704.60,Departure,2,S,349
704.90,Departure,2,S,412
705.20,Departure,2,S,413
705.50,Departure,2,S,414
705.80,Departure,2,S,415
705.91,Arrival,1,S,224
705.91,Arrival,2,S,416
705.91,Departure,2,S,416
707.57,Arrival,5,E,720
708.29,Arrival,5,W,666
710.67,Arrival,1,S,225
711.70,RedSouth,5,W,null
712.87,Arrival,3,S,457
712.87,Departure,3,S,457
713.00,Arrival,1,S,226
713.17,Arrival,3,S,458
713.17,Departure,3,S,458
713.40,RedSouth,1,W,null
713.47,Arrival,3,S,459
713.47,Departure,3,S,459
713.48,Arrival,1,S,227
713.77,Arrival,3,S,460
713.77,Departure,3,S,460
715.30,GreenSouth,5,N,null
715.30,Departure,5,S,151
715.30,Exit,5,E,157
715.51,Arrival,2,W,462
715.60,GreenSouth,1,N,null
715.60,Departure,5,S,155
715.60,Exit,5,E,161
715.60,Departure,1,S,208
715.60,Exit,1,E,210
715.90,Departure,5,S,156
715.90,Exit,5,E,164
715.90,Departure,1,S,209
715.90,Exit,1,E,213
716.20,Departure,5,S,162
716.20,Exit,5,E,344
716.20,Departure,1,S,212
716.23,Arrival,1,S,228
716.50,Departure,5,S,163
716.50,Departure,1,S,214
716.80,Departure,5,S,452
716.80,Departure,1,S,215
716.99,Arrival,1,E,417
717.10,Departure,5,S,453
717.10,Departure,1,S,216
717.40,Departure,5,S,454
717.40,Departure,1,S,217
717.70,Departure,5,S,165
717.70,Departure,1,S,218
718.00,Departure,5,S,166
718.00,Departure,1,S,219
718.16,Arrival,5,E,721
718.30,Departure,5,S,168
718.30,Departure,1,S,221
718.60,Departure,5,S,169
718.60,Departure,1,S,223
718.90,Departure,5,S,170
718.90,Departure,1,S,224
719.20,Departure,5,S,171
719.20,Departure,1,S,225
719.50,Departure,5,S,341
719.50,Departure,1,S,226
719.80,Departure,5,S,345
719.80,Departure,1,S,227
720.05,Arrival,3,W,513
720.10,Departure,5,S,408
720.10,Departure,1,S,228
720.19,Arrival,1,S,229
720.19,Departure,1,S,229
720.40,Departure,5,S,409
720.70,Departure,5,S,411
720.84,Arrival,1,S,230
720.84,Departure,1,S,230
721.44,Exit,5,N,151
721.74,Exit,5,N,155
721.87,Arrival,3,S,461
721.87,Departure,3,S,461
722.04,Exit,5,N,156
722.34,Exit,5,N,162
722.64,Exit,5,N,163
722.94,Exit,5,N,452
723.11,Arrival,1,S,231
723.11,Departure,1,S,231
723.24,Exit,5,N,453
723.54,Exit,5,N,454
723.63,Arrival,5,S,568
723.63,Arrival,5,S,503
723.63,Departure,5,S,503
723.84,Exit,5,N,165
723.93,Arrival,5,S,504
723.93,Arrival,5,S,569
723.93,Departure,5,S,504
724.14,Exit,5,N,166
724.23,Arrival,5,S,505
724.23,Departure,5,S,569
724.23,Arrival,5,S,570
724.44,Exit,5,N,168
724.53,Arrival,5,S,571
724.53,Arrival,5,S,506
724.53,Departure,5,S,505
724.74,Exit,5,N,169
724.83,Arrival,5,S,507
724.83,Departure,5,S,570
725.04,Exit,5,N,170
725.09,Arrival,1,S,232
725.09,Departure,1,S,232
725.13,Arrival,5,S,508
725.13,Departure,5,S,571
725.34,Exit,5,N,171
725.43,Arrival,5,S,509
725.43,Departure,5,S,506
725.64,Exit,5,N,341
725.73,Arrival,5,S,510
725.73,Departure,5,S,508
725.94,Exit,5,N,345
726.24,Exit,5,N,408
726.54,Exit,5,N,409
726.84,Exit,5,N,411
728.22,Arrival,1,S,233
728.22,Departure,1,S,233
729.77,Exit,5,N,503
729.83,Arrival,1,E,418
730.07,Exit,5,N,504
730.29,Arrival,5,E,722
730.37,Exit,5,N,569
730.67,Exit,5,N,505
730.97,Exit,5,N,570
731.27,Exit,5,N,571
731.57,Exit,5,N,506
731.87,Exit,5,N,508
733.58,Arrival,5,W,667
734.46,Arrival,1,S,234
734.46,Departure,1,S,234
734.51,Arrival,1,W,359
735.34,Arrival,5,S,572
735.34,Departure,5,S,572
735.55,Arrival,1,S,235
735.55,Departure,1,S,235
736.19,Arrival,5,W,668
736.77,Arrival,3,S,191
736.77,Departure,3,S,191
737.07,Arrival,3,S,192
737.07,Departure,3,S,192
737.36,Arrival,3,E,575
737.37,Arrival,3,S,194
737.37,Departure,3,S,194
737.46,Arrival,5,W,669
737.67,Arrival,3,S,195
737.67,Departure,3,S,195
737.97,Arrival,3,S,198
737.97,Departure,3,S,198
738.27,Arrival,3,S,201
738.27,Departure,3,S,201
738.57,Arrival,3,S,202
738.57,Departure,3,S,202
738.87,Arrival,3,S,203
738.87,Departure,3,S,203
739.17,Arrival,3,S,205
739.17,Departure,3,S,205
739.47,Arrival,3,S,206
739.47,Departure,3,S,206
739.68,Arrival,1,S,236
739.68,Departure,1,S,236
739.77,Arrival,3,S,207
739.77,Departure,3,S,207
739.84,Arrival,5,W,670
740.03,Arrival,5,S,573
740.03,Departure,5,S,573
740.07,Arrival,3,S,347
740.07,Departure,3,S,347
740.07,Arrival,1,S,237
740.07,Departure,1,S,237
740.37,Arrival,3,S,348
740.37,Departure,3,S,348
740.67,Arrival,3,S,349
740.67,Departure,3,S,349
740.97,Arrival,3,S,412
740.97,Departure,3,S,412
741.27,Arrival,3,S,413
741.27,Departure,3,S,413
741.47,Exit,5,N,572
741.57,Arrival,3,S,414
741.57,Departure,3,S,414
741.72,Arrival,2,S,208
741.72,Departure,2,S,208
741.80,Arrival,1,S,238
741.80,Departure,1,S,238
741.87,Arrival,3,S,415
741.87,Departure,3,S,415
741.99,Arrival,3,S,416
741.99,Departure,3,S,416
742.02,Arrival,2,S,209
742.02,Departure,2,S,209
742.11,Arrival,1,S,239
742.11,Departure,1,S,239
742.25,Arrival,1,S,240
742.25,Departure,1,S,240
742.32,Arrival,2,S,212
742.32,Departure,2,S,212
742.44,Arrival,5,E,723
742.62,Arrival,2,S,214
742.62,Departure,2,S,214
742.92,Arrival,2,S,215
742.92,Departure,2,S,215
743.00,Arrival,5,S,511
743.00,Departure,5,S,511
743.22,Arrival,2,S,216
743.22,Departure,2,S,216
743.36,Arrival,1,S,241
743.52,Arrival,2,S,217
743.52,Departure,2,S,217
743.67,Arrival,5,S,512
743.67,Departure,5,S,512
743.82,Arrival,2,S,218
743.82,Departure,2,S,218
744.12,Arrival,2,S,219
744.12,Departure,2,S,219
744.28,Arrival,1,W,360
744.42,Arrival,2,S,221
744.42,Departure,2,S,221
744.72,Arrival,2,S,223
744.72,Departure,2,S,223
744.90,Arrival,2,W,463
745.02,Arrival,2,S,224
745.02,Departure,2,S,224
745.32,Arrival,2,S,225
745.32,Departure,2,S,225
745.40,RedSouth,2,N,null
745.40,RedSouth,2,W,null
745.56,Arrival,1,S,242
745.56,Exit,1,E,242
745.62,Arrival,2,S,226
745.92,Arrival,2,S,227
746.17,Exit,5,N,573
746.22,Arrival,2,S,228
746.30,Arrival,2,S,229
746.37,Arrival,1,W,361
746.62,Arrival,5,W,671
746.75,Arrival,1,W,362
746.95,Arrival,2,S,230
748.04,Arrival,1,S,243
748.04,Departure,1,S,243
748.12,Arrival,5,W,672
748.72,Arrival,5,W,673
749.14,Exit,5,N,511
749.22,Arrival,2,S,231
749.81,Exit,5,N,512
750.96,Arrival,3,E,576
751.17,Arrival,1,S,244
751.17,Departure,1,S,244
751.19,Arrival,1,S,245
751.21,Arrival,2,S,232
752.35,Arrival,1,S,246
752.35,Departure,1,S,246
752.44,Arrival,3,W,514
752.92,Arrival,1,S,247
753.08,Arrival,5,E,724
753.10,RedSouth,5,N,null
753.47,Arrival,5,S,574
753.49,Arrival,3,E,577
753.54,Arrival,1,E,419
753.90,RedSouth,1,N,null
754.12,Arrival,1,S,248
754.23,Arrival,5,S,175
754.33,Arrival,2,S,233
754.53,Arrival,5,S,176
754.83,Arrival,5,S,177
755.13,Arrival,5,S,178
755.43,Arrival,5,S,179
755.73,Arrival,5,S,180
756.03,Arrival,5,S,181
756.33,Arrival,5,S,183
756.63,Arrival,5,S,184
756.93,Arrival,5,S,185
757.23,Arrival,5,S,186
757.53,Arrival,5,S,188
757.80,GreenWestTurnLeft,1,null,null
757.80,Departure,1,W,351
757.83,Arrival,5,S,189
758.04,Arrival,3,E,578
758.10,Departure,1,W,352
758.13,Arrival,5,S,190
758.40,Departure,1,W,353
758.70,Departure,1,W,354
759.00,Departure,1,W,355
759.30,Departure,1,W,356
759.30,GreenWestTurnLeft,5,null,null
759.30,Departure,5,W,662
759.60,Departure,1,W,357
759.60,Departure,5,W,663
759.87,Arrival,2,W,464
759.90,Departure,1,W,358
759.90,Departure,5,W,664
759.98,Arrival,3,E,579
760.20,Departure,1,W,359
760.20,Departure,5,W,665
760.50,Departure,1,W,360
760.50,Departure,5,W,666
760.58,Arrival,2,S,234
760.80,Departure,1,W,361
760.80,Departure,5,W,667
761.10,Departure,1,W,362
761.10,Departure,5,W,668
761.40,Departure,5,W,669
761.66,Arrival,2,S,235
761.70,Departure,5,W,670
761.74,Arrival,1,S,249
761.90,Arrival,1,S,250
762.00,Departure,5,W,671
762.30,Departure,5,W,672
762.60,Departure,5,W,673
762.70,RedSouth,3,N,null
762.70,RedSouth,3,W,null
765.44,Exit,5,N,662
765.71,Arrival,5,E,725
765.74,Exit,5,N,663
765.80,Arrival,2,S,236
766.04,Exit,5,N,664
766.19,Arrival,2,S,237
766.34,Exit,5,N,665
766.64,Exit,5,N,666
766.76,Arrival,1,S,251
766.94,Exit,5,N,667
767.24,Exit,5,N,668
767.54,Exit,5,N,669
767.60,RedWestTurnLeft,1,null,null
767.80,GreenWestTurnLeft,3,null,null
767.80,GreenEastTurnRight,3,null,null
767.80,Departure,3,W,513
767.80,Departure,3,E,575
767.84,Exit,5,N,670
767.90,Arrival,1,S,252
767.92,Arrival,2,S,238
768.10,Departure,3,W,514
768.10,Departure,3,E,576
768.14,Exit,5,N,671
768.22,Arrival,2,S,239
768.36,Arrival,2,S,240
768.40,Departure,3,E,577
768.44,Exit,5,N,672
768.51,Arrival,5,S,457
768.70,Departure,3,E,578
768.74,Exit,5,N,673
768.81,Arrival,5,S,458
769.00,Departure,3,E,579
769.11,Arrival,5,S,459
769.41,Arrival,5,S,460
770.50,Arrival,1,S,253
770.60,GreenEastTurnRight,1,null,null
770.60,Departure,1,E,417
770.90,Departure,1,E,418
771.20,Departure,1,E,419
771.35,Arrival,1,S,254
771.39,Arrival,5,W,674
771.39,Departure,5,W,674
771.96,Arrival,1,S,255
772.70,RedWestTurnLeft,5,null,null
773.30,GreenEastTurnRight,5,null,null
773.30,Departure,5,E,720
773.33,Arrival,1,W,363
773.60,Departure,5,E,721
773.90,Departure,5,E,722
774.15,Arrival,2,S,243
774.20,Departure,5,E,723
774.50,Departure,5,E,724
774.80,Departure,5,E,725
775.90,Arrival,5,W,675
776.63,Arrival,5,W,676
776.84,Arrival,1,S,256
776.90,GreenEastTurnRight,2,null,null
776.90,GreenWestTurnLeft,2,null,null
776.90,Departure,2,W,462
777.20,Departure,2,W,463
777.28,Arrival,2,S,244
777.50,Departure,2,W,464
777.51,Arrival,5,S,461
777.52,Exit,5,N,674
777.79,Arrival,3,S,208
777.99,Arrival,1,W,364
778.09,Arrival,3,S,209
778.39,Arrival,3,S,212
778.47,Arrival,2,S,246
778.69,Arrival,3,S,214
778.99,Arrival,3,S,215
779.29,Arrival,3,S,216
779.44,Exit,5,N,720
779.59,Arrival,3,S,217
779.74,Exit,5,N,721
779.89,Arrival,3,S,218
780.04,Exit,5,N,722
780.08,Arrival,2,W,465
780.08,Departure,2,W,465
780.19,Arrival,3,S,219
780.34,Exit,5,N,723
780.49,Arrival,3,S,221
780.64,Arrival,1,S,257
780.64,Exit,5,N,724
780.79,Arrival,3,S,223
780.94,Exit,5,N,725
781.09,Arrival,3,S,224
781.39,Arrival,3,S,225
782.98,Arrival,3,W,515
782.98,Departure,3,W,515
783.92,Arrival,2,S,351
784.22,Arrival,2,S,352
784.52,Arrival,2,S,353
784.62,Arrival,1,S,258
784.82,Arrival,2,S,354
785.01,Arrival,1,E,420
785.01,Departure,1,E,420
785.12,Arrival,2,S,355
785.42,Arrival,2,S,356
785.72,Arrival,2,S,357
786.02,Arrival,2,S,358
786.32,Arrival,2,S,359
786.62,Arrival,2,S,360
786.92,Arrival,2,S,361
787.22,Arrival,2,S,362
787.41,Arrival,1,S,259
787.42,Arrival,1,E,421
787.42,Departure,1,E,421
788.86,Arrival,1,S,260
789.69,Arrival,1,S,261
789.99,Arrival,1,E,422
789.99,Departure,1,E,422
791.40,Arrival,1,S,262
791.82,Arrival,1,S,263
792.41,Arrival,5,S,191
792.71,Arrival,5,S,192
793.01,Arrival,5,S,194
793.31,Arrival,5,S,195
793.61,Arrival,5,S,198
793.74,Arrival,1,W,365
793.91,Arrival,5,S,201
793.95,Arrival,1,W,366
794.21,Arrival,5,S,202
794.51,Arrival,5,S,203
794.81,Arrival,5,S,205
795.11,Arrival,5,S,206
795.41,Arrival,5,S,207
795.63,Arrival,1,S,264
795.71,Arrival,5,S,347
796.01,Arrival,5,S,348
796.26,Arrival,3,E,580
796.26,Departure,3,E,580
796.31,Arrival,5,S,349
796.61,Arrival,5,S,412
796.72,Arrival,2,S,417
796.91,Arrival,5,S,413
797.02,Arrival,2,S,418
797.21,Arrival,5,S,414
797.32,Arrival,2,S,419
797.51,Arrival,5,S,415
797.62,Arrival,5,S,416
798.40,GreenSouth,3,N,null
798.40,RedEastTurnRight,3,null,null
798.40,Departure,3,S,208
798.40,Exit,3,E,209
798.40,GreenSouth,3,W,null
798.40,RedWestTurnLeft,3,null,null
798.70,Departure,3,S,212
798.70,Exit,3,E,221
799.00,Departure,3,S,214
799.20,RedWestTurnLeft,5,null,null
799.20,GreenSouth,5,W,null
799.20,RedEastTurnRight,5,null,null
799.20,Exit,5,W,568
799.30,Departure,3,S,215
799.50,Exit,5,W,507
799.60,Departure,3,S,216
799.80,Exit,5,W,509
799.90,Departure,3,S,217
800.06,Arrival,1,S,265
800.10,Exit,5,W,510
800.20,Arrival,1,S,266
800.20,Departure,3,S,218
800.40,Exit,5,W,178
800.50,Departure,3,S,219
800.70,Exit,5,W,179
800.80,Departure,3,S,223
800.80,GreenSouth,2,N,null
800.80,RedWestTurnLeft,2,null,null
800.80,Departure,2,S,226
800.80,GreenSouth,2,W,null
800.80,RedEastTurnRight,2,null,null
800.80,Exit,2,W,240
801.00,Exit,5,W,181
801.02,Arrival,5,E,726
801.10,Departure,3,S,224
801.10,Departure,2,S,227
801.30,Exit,5,W,185
801.40,Departure,3,S,225
801.40,Departure,2,S,228
801.60,Exit,5,W,188
801.70,Departure,2,S,229
801.90,Exit,5,W,459
802.00,Departure,2,S,230
802.20,Exit,5,W,194
802.30,Departure,2,S,231
802.50,Exit,5,W,195
802.59,Arrival,5,W,677
802.60,Departure,2,S,232
802.80,Exit,5,W,202
802.86,Arrival,5,W,678
802.90,Departure,2,S,233
803.10,Exit,5,W,205
803.20,Departure,2,S,234
803.20,RedWestTurnLeft,1,null,null
803.20,RedEastTurnRight,1,null,null
803.20,GreenSouth,1,W,null
803.20,Exit,1,W,241
803.40,Exit,5,W,413
803.50,Departure,2,S,235
803.50,Exit,1,W,245
803.80,Departure,2,S,236
803.80,Exit,1,W,247
804.10,Departure,2,S,237
804.10,Exit,1,W,254
804.26,Arrival,5,W,679
804.40,Departure,2,S,238
804.40,Exit,1,W,260
804.70,Departure,2,S,239
804.70,Exit,1,W,262
804.77,Arrival,1,S,267
805.00,Departure,2,S,243
805.00,Exit,1,W,263
805.30,Departure,2,S,244
805.30,Exit,1,W,266
805.38,Arrival,1,S,268
805.60,Departure,2,S,246
805.60,Exit,1,W,267
805.90,Departure,2,S,351
806.20,Departure,2,S,352
806.50,Departure,2,S,353
806.80,Departure,2,S,354
807.10,Departure,2,S,355
807.40,Departure,2,S,356
807.70,Departure,2,S,357
808.00,Departure,2,S,358
808.25,Arrival,2,W,466
808.30,Departure,2,S,359
808.60,Departure,2,S,360
808.68,Arrival,1,S,269
808.90,Departure,2,S,361
809.20,Departure,2,S,362
809.50,Departure,2,S,417
809.61,Arrival,1,S,270
809.80,Departure,2,S,418
810.10,Departure,2,S,419
811.12,Arrival,2,S,420
811.12,Departure,2,S,420
811.60,RedSouth,5,W,null
812.97,Arrival,3,S,462
812.97,Departure,3,S,462
813.27,Arrival,3,S,463
813.27,Exit,3,W,463
813.54,Arrival,2,S,421
813.54,Departure,2,S,421
813.57,Arrival,3,S,464
813.57,Departure,3,S,464
813.80,RedSouth,1,W,null
813.95,Arrival,3,W,516
814.44,Arrival,1,S,271
814.47,Arrival,1,S,272
814.95,Arrival,1,E,423
815.10,Arrival,1,S,273
815.20,GreenSouth,5,N,null
815.20,Departure,5,S,574
815.20,Exit,5,E,189
815.50,Departure,5,S,175
815.80,Departure,5,S,176
815.82,Arrival,3,W,517
816.00,GreenSouth,1,N,null
816.00,Departure,1,S,248
816.00,Exit,1,E,255
816.10,Departure,5,S,177
816.11,Arrival,2,S,422
816.11,Departure,2,S,422
816.16,Arrival,3,S,465
816.16,Departure,3,S,465
816.30,Departure,1,S,249
816.40,Departure,5,S,180
816.60,Departure,1,S,250
816.70,Departure,5,S,183
816.75,Arrival,1,S,274
816.90,Departure,1,S,251
817.00,Departure,5,S,184
817.20,Departure,1,S,252
817.30,Departure,5,S,186
817.50,Departure,1,S,253
817.60,Departure,5,S,190
817.61,Arrival,1,S,275
817.80,Departure,1,S,256
817.90,Departure,5,S,457
818.10,Departure,1,S,257
818.20,Departure,5,S,458
818.33,Arrival,2,W,467
818.40,Departure,1,S,258
818.50,Departure,5,S,460
818.70,Departure,1,S,259
818.80,Departure,5,S,461
819.00,Departure,1,S,261
819.10,Departure,5,S,191
819.30,Departure,1,S,264
819.40,Departure,5,S,192
819.60,Departure,1,S,265
819.70,Departure,5,S,198
819.90,Departure,1,S,268
820.00,Departure,5,S,201
820.08,Arrival,3,W,518
820.20,Departure,1,S,269
820.30,Departure,5,S,203
820.50,Departure,1,S,270
820.60,Departure,5,S,206
820.74,Arrival,1,S,276
820.80,Departure,1,S,271
820.90,Departure,5,S,207
821.10,Departure,1,S,272
821.20,Departure,5,S,347
821.34,Exit,5,N,574
821.40,Departure,1,S,273
821.50,Departure,5,S,348
821.64,Exit,5,N,175
821.70,Departure,1,S,275
821.80,Departure,5,S,349
821.94,Exit,5,N,176
822.00,Departure,1,S,276
822.10,Departure,5,S,412
822.24,Exit,5,N,177
822.40,Departure,5,S,414
822.54,Exit,5,N,180
822.70,Departure,5,S,415
822.84,Exit,5,N,183
823.00,Departure,5,S,416
823.14,Exit,5,N,184
823.43,Arrival,5,S,575
823.43,Arrival,5,S,513
823.43,Departure,5,S,513
823.44,Exit,5,N,186
823.73,Arrival,5,S,576
823.73,Arrival,5,S,514
823.74,Exit,5,N,190
824.03,Arrival,5,S,577
824.03,Departure,5,S,577
824.04,Exit,5,N,457
824.33,Arrival,5,S,578
824.34,Exit,5,N,458
824.36,Arrival,5,W,680
824.63,Arrival,5,S,579
824.63,Departure,5,S,579
824.64,Exit,5,N,460
824.94,Exit,5,N,461
825.24,Exit,5,N,191
825.54,Exit,5,N,192
825.71,Arrival,1,S,277
825.71,Departure,1,S,277
825.84,Exit,5,N,198
826.14,Exit,5,N,201
826.44,Exit,5,N,203
826.49,Arrival,1,S,278
826.49,Departure,1,S,278
826.74,Exit,5,N,206
827.04,Exit,5,N,207
827.34,Exit,5,N,347
827.64,Exit,5,N,348
827.94,Exit,5,N,349
827.98,Arrival,1,S,279
827.98,Departure,1,S,279
828.24,Exit,5,N,412
828.54,Exit,5,N,414
828.84,Exit,5,N,415
829.12,Arrival,1,S,280
829.14,Exit,5,N,416
829.57,Exit,5,N,513
830.17,Exit,5,N,577
830.20,Arrival,1,S,281
830.20,Exit,1,E,281
830.77,Exit,5,N,579
830.84,Arrival,1,E,424
832.78,Arrival,3,E,581
834.44,Arrival,1,W,367
835.09,Arrival,1,S,282
835.24,Arrival,1,S,283
835.24,Departure,1,S,283
835.30,Arrival,1,W,368
836.68,Arrival,1,W,369
836.87,Arrival,3,S,226
836.87,Exit,3,W,226
837.17,Arrival,3,S,227
837.17,Departure,3,S,227
837.35,Arrival,1,S,284
837.35,Departure,1,S,284
837.47,Arrival,3,S,228
837.47,Departure,3,S,228
837.77,Arrival,3,S,229
837.77,Departure,3,S,229
838.07,Arrival,3,S,230
838.07,Departure,3,S,230
838.37,Arrival,3,S,231
838.37,Departure,3,S,231
